 TITLE="SURFACE DATA."
 variables="z","Theta","P","U","V","W","T","M"
 ZONE T="POST", I=     1, J=   200, K=   120
 0.487552404D+01  0.255721965D+01 -0.362866446D-01 -0.346944695D-17  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.248754120D+02
 0.487584209D+01  0.260993647D+01  0.174294338D-01  0.000000000D+00  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.241378040D+02
 0.487602758D+01  0.266201566D+01  0.717447177D-01 -0.346944695D-17  0.693889390D-17 -0.433680869D-18  0.100000000D+01  0.232498837D+02
 0.487606621D+01  0.271345593D+01  0.126144931D+00 -0.346944695D-17  0.346944695D-17  0.000000000D+00  0.100000000D+01  0.222063999D+02
 0.487594509D+01  0.276426328D+01  0.180074886D+00 -0.346944695D-17  0.346944695D-17 -0.216840434D-18  0.100000000D+01  0.209984817D+02
 0.487565327D+01  0.281445036D+01  0.232921600D+00  0.346944695D-17 -0.693889390D-17 -0.162630326D-18  0.100000000D+01  0.196148529D+02
 0.487518597D+01  0.286403621D+01  0.283982873D+00 -0.346944695D-17  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.180443363D+02
 0.487455320D+01  0.291303737D+01  0.332457572D+00 -0.173472348D-17 -0.346944695D-17  0.000000000D+00  0.100000000D+01  0.162764702D+02
 0.487378597D+01  0.296146923D+01  0.377422482D+00  0.173472348D-17  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.142988310D+02
 0.487294435D+01  0.300935285D+01  0.417811513D+00  0.000000000D+00 -0.346944695D-17  0.433680869D-18  0.100000000D+01  0.121008081D+02
 0.487213182D+01  0.305671731D+01  0.452399850D+00 -0.867361738D-18  0.346944695D-17 -0.433680869D-18  0.100000000D+01  0.967785931D+01
 0.487152004D+01  0.310360545D+01  0.479783535D+00 -0.867361738D-18  0.173472348D-17  0.433680869D-18  0.100000000D+01  0.704646874D+01
 0.487138128D+01  0.315008220D+01  0.498548806D+00 -0.433680869D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.427062511D+01
 0.487082243D+01  0.319628211D+01  0.507553816D+00 -0.433680869D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.176817417D+01
 0.487000418D+01  0.324432152D+01  0.505235970D+00  0.216840434D-18 -0.867361738D-18  0.000000000D+00  0.100000000D+01  0.289552975D+01
 0.486887455D+01  0.329352114D+01  0.489388198D+00 -0.433680869D-18  0.173472348D-17 -0.108420217D-18  0.100000000D+01  0.618440294D+01
 0.486742496D+01  0.334341173D+01  0.458489448D+00  0.000000000D+00 -0.520417043D-17  0.433680869D-18  0.100000000D+01  0.975150013D+01
 0.486569452D+01  0.339367444D+01  0.412241965D+00  0.173472348D-17  0.346944695D-17  0.867361738D-18  0.100000000D+01  0.133469477D+02
 0.486376190D+01  0.344408685D+01  0.351638615D+00 -0.173472348D-17 -0.693889390D-17 -0.867361738D-18  0.100000000D+01  0.168291969D+02
 0.486173391D+01  0.349448570D+01  0.278997570D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.200739708D+02
 0.485972452D+01  0.354475786D+01  0.197557732D+00  0.000000000D+00  0.693889390D-17  0.000000000D+00  0.100000000D+01  0.229742947D+02
 0.485783148D+01  0.359484174D+01  0.110973239D+00 -0.346944695D-17  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.254471111D+02
 0.485613060D+01  0.364471833D+01  0.227929912D-01 -0.346944695D-17  0.693889390D-17 -0.867361738D-18  0.100000000D+01  0.274413547D+02
 0.485467053D+01  0.369440253D+01 -0.638987273D-01 -0.346944695D-17 -0.693889390D-17 -0.260208521D-17  0.100000000D+01  0.289392452D+02
 0.485348034D+01  0.374393336D+01 -0.146668837D+00  0.000000000D+00  0.693889390D-17  0.000000000D+00  0.100000000D+01  0.299505005D+02
 0.485256481D+01  0.379337495D+01 -0.223788634D+00  0.000000000D+00  0.346944695D-17  0.867361738D-18  0.100000000D+01  0.305080891D+02
 0.485191011D+01  0.384281028D+01 -0.294208646D+00 -0.693889390D-17  0.346944695D-17  0.000000000D+00  0.100000000D+01  0.306646271D+02
 0.485149765D+01  0.389232284D+01 -0.357442349D+00 -0.138777878D-16  0.346944695D-17  0.433680869D-18  0.100000000D+01  0.304818993D+02
 0.485130549D+01  0.394199123D+01 -0.413394183D+00  0.693889390D-17  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.300192413D+02
 0.485131168D+01  0.399188708D+01 -0.462194353D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.293236065D+02
 0.485149574D+01  0.404207461D+01 -0.504075587D+00  0.000000000D+00  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.284296322D+02
 0.485183954D+01  0.409261125D+01 -0.539317369D+00  0.693889390D-17 -0.346944695D-17 -0.433680869D-18  0.100000000D+01  0.273619347D+02
 0.485232067D+01  0.414355406D+01 -0.568233252D+00 -0.693889390D-17  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.261420841D+02
 0.485291910D+01  0.419495447D+01 -0.591178894D+00  0.000000000D+00 -0.173472348D-17 -0.867361738D-18  0.100000000D+01  0.247902164D+02
 0.485361671D+01  0.424685283D+01 -0.608540297D+00  0.000000000D+00  0.173472348D-17  0.000000000D+00  0.100000000D+01  0.233264065D+02
 0.485439873D+01  0.429927907D+01 -0.620738268D+00  0.000000000D+00  0.000000000D+00  0.867361738D-18  0.100000000D+01  0.217677746D+02
 0.485525179D+01  0.435225250D+01 -0.628213525D+00  0.000000000D+00 -0.867361738D-18 -0.173472348D-17  0.100000000D+01  0.201300659D+02
 0.485616541D+01  0.440578232D+01 -0.631443024D+00 -0.346944695D-17  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.184291172D+02
 0.485713053D+01  0.445986757D+01 -0.630922675D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.166830235D+02
 0.485813856D+01  0.451449805D+01 -0.627149701D+00  0.346944695D-17  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.149129267D+02
 0.485918140D+01  0.456965641D+01 -0.620680034D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.131439228D+02
 0.486025190D+01  0.462531813D+01 -0.612089574D+00  0.000000000D+00 -0.406575815D-19  0.000000000D+00  0.100000000D+01  0.114032040D+02
 0.486134243D+01  0.468144744D+01 -0.601937950D+00  0.346944695D-17 -0.108420217D-18 -0.216840434D-18  0.100000000D+01  0.972301292D+01
 0.486244106D+01  0.473768260D+01 -0.590853155D+00  0.173472348D-17  0.000000000D+00  0.108420217D-18  0.100000000D+01  0.814877319D+01
 0.486350632D+01  0.479208937D+01 -0.579553306D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.672278643D+01
 0.486453581D+01  0.484470307D+01 -0.568544447D+00 -0.867361738D-18  0.000000000D+00 -0.135525272D-19  0.100000000D+01  0.545851278D+01
 0.486552763D+01  0.489556021D+01 -0.558061540D+00 -0.867361738D-18 -0.108420217D-18 -0.162630326D-18  0.100000000D+01  0.435343647D+01
 0.486648226D+01  0.494469994D+01 -0.548251152D+00  0.433680869D-18 -0.108420217D-18  0.216840434D-18  0.100000000D+01  0.340209556D+01
 0.486739826D+01  0.499216507D+01 -0.539193094D+00  0.000000000D+00  0.000000000D+00  0.108420217D-18  0.100000000D+01  0.259702778D+01
 0.486827707D+01  0.503799914D+01 -0.530912518D+00  0.216840434D-18  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.193037021D+01
 0.486911774D+01  0.508224982D+01 -0.523396075D+00  0.000000000D+00  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.139824080D+01
 0.486992168D+01  0.512496575D+01 -0.516607344D+00 -0.542101086D-19 -0.677626358D-20 -0.216840434D-18  0.100000000D+01  0.100574231D+01
 0.487068891D+01  0.516619673D+01 -0.510496259D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.771104217D+00
 0.487141991D+01  0.520599341D+01 -0.505004168D+00  0.000000000D+00  0.542101086D-19 -0.216840434D-18  0.100000000D+01  0.703932345D+00
 0.487211609D+01  0.524440667D+01 -0.500071704D+00  0.000000000D+00 -0.108420217D-18  0.000000000D+00  0.100000000D+01  0.757569194D+00
 0.487277746D+01  0.528148767D+01 -0.495640844D+00 -0.216840434D-18 -0.108420217D-18 -0.216840434D-18  0.100000000D+01  0.859459221D+00
 0.487340498D+01  0.531728748D+01 -0.491658181D+00  0.000000000D+00  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.965924263D+00
 0.487399912D+01  0.535185667D+01 -0.488076627D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.105989003D+01
 0.487456131D+01  0.538524530D+01 -0.484855533D+00  0.216840434D-18  0.000000000D+00 -0.108420217D-18  0.100000000D+01  0.113650131D+01
 0.487509108D+01  0.541750231D+01 -0.481961399D+00  0.000000000D+00 -0.216840434D-18  0.000000000D+00  0.100000000D+01  0.119576418D+01
 0.487558937D+01  0.544867535D+01 -0.479364723D+00 -0.216840434D-18  0.433680869D-18 -0.108420217D-18  0.100000000D+01  0.123957670D+01
 0.487605667D+01  0.547881119D+01 -0.477045536D+00  0.216840434D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.127071548D+01
 0.487649345D+01  0.550795493D+01 -0.474989563D+00  0.000000000D+00  0.000000000D+00  0.108420217D-18  0.100000000D+01  0.129221034D+01
 0.487690067D+01  0.553615029D+01 -0.473159343D+00  0.216840434D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.130743301D+01
 0.487727785D+01  0.556343934D+01 -0.471542537D+00  0.000000000D+00 -0.216840434D-18  0.000000000D+00  0.100000000D+01  0.131909251D+01
 0.487762547D+01  0.558986200D+01 -0.470133096D+00  0.000000000D+00 -0.216840434D-18  0.542101086D-19  0.100000000D+01  0.132981837D+01
 0.487794542D+01  0.561545640D+01 -0.468902975D+00  0.433680869D-18 -0.433680869D-18  0.000000000D+00  0.100000000D+01  0.134255540D+01
 0.487823677D+01  0.564025881D+01 -0.467835397D+00 -0.216840434D-18  0.216840434D-18  0.000000000D+00  0.100000000D+01  0.135930669D+01
 0.487850141D+01  0.566430390D+01 -0.466909498D+00 -0.216840434D-18  0.216840434D-18 -0.135525272D-19  0.100000000D+01  0.138194156D+01
 0.487873936D+01  0.568762461D+01 -0.466105163D+00 -0.433680869D-18 -0.216840434D-18 -0.677626358D-20  0.100000000D+01  0.141181731D+01
 0.487895107D+01  0.571025252D+01 -0.465402245D+00 -0.433680869D-18  0.216840434D-18 -0.135525272D-19  0.100000000D+01  0.144995558D+01
 0.487913752D+01  0.573221766D+01 -0.464781284D+00 -0.216840434D-18  0.000000000D+00  0.271050543D-19  0.100000000D+01  0.149701953D+01
 0.487929869D+01  0.575354871D+01 -0.464223683D+00  0.000000000D+00 -0.216840434D-18  0.271050543D-19  0.100000000D+01  0.155332387D+01
 0.487943554D+01  0.577427278D+01 -0.463712186D+00  0.000000000D+00  0.216840434D-18 -0.542101086D-19  0.100000000D+01  0.161894262D+01
 0.487954807D+01  0.579441587D+01 -0.463230848D+00  0.000000000D+00 -0.216840434D-18  0.542101086D-19  0.100000000D+01  0.169370699D+01
 0.487963724D+01  0.581400248D+01 -0.462765187D+00  0.216840434D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.177725041D+01
 0.487970305D+01  0.583305628D+01 -0.462302178D+00  0.000000000D+00  0.216840434D-18  0.000000000D+00  0.100000000D+01  0.186901891D+01
 0.487974596D+01  0.585159932D+01 -0.461830139D+00 -0.216840434D-18 -0.216840434D-18  0.542101086D-19  0.100000000D+01  0.196834028D+01
 0.487976646D+01  0.586965306D+01 -0.461338729D+00  0.000000000D+00  0.000000000D+00 -0.542101086D-19  0.100000000D+01  0.207445383D+01
 0.487976551D+01  0.588723738D+01 -0.460818738D+00  0.433680869D-18 -0.433680869D-18 -0.108420217D-18  0.100000000D+01  0.218647718D+01
 0.487974215D+01  0.590437168D+01 -0.460262179D+00  0.000000000D+00 -0.433680869D-18  0.108420217D-18  0.100000000D+01  0.230343127D+01
 0.487969828D+01  0.592107389D+01 -0.459662020D+00 -0.433680869D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.242438746D+01
 0.487963295D+01  0.593736161D+01 -0.459012091D+00  0.000000000D+00 -0.867361738D-18  0.000000000D+00  0.100000000D+01  0.254825592D+01
 0.487954760D+01  0.595325105D+01 -0.458307236D+00  0.000000000D+00 -0.433680869D-18  0.216840434D-18  0.100000000D+01  0.267407179D+01
 0.487944174D+01  0.596875809D+01 -0.457543075D+00 -0.433680869D-18 -0.433680869D-18 -0.108420217D-18  0.100000000D+01  0.280070710D+01
 0.487931585D+01  0.598389740D+01 -0.456714928D+00  0.000000000D+00 -0.433680869D-18  0.216840434D-18  0.100000000D+01  0.292705893D+01
 0.487917042D+01  0.599868322D+01 -0.455825478D+00 -0.433680869D-18  0.867361738D-18 -0.216840434D-18  0.100000000D+01  0.305225754D+01
 0.487900639D+01  0.601312846D+01 -0.454884231D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.317536712D+01
 0.487882376D+01  0.602724574D+01 -0.453868568D+00  0.000000000D+00  0.000000000D+00  0.216840434D-18  0.100000000D+01  0.329530907D+01
 0.487862349D+01  0.604104672D+01 -0.452770770D+00  0.000000000D+00  0.000000000D+00 -0.216840434D-18  0.100000000D+01  0.341113401D+01
 0.487840509D+01  0.605454284D+01 -0.451608360D+00  0.000000000D+00 -0.867361738D-18  0.433680869D-18  0.100000000D+01  0.352207446D+01
 0.487817049D+01  0.606774465D+01 -0.450379342D+00 -0.433680869D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.362758875D+01
 0.487791872D+01  0.608066258D+01 -0.449084610D+00 -0.867361738D-18  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.372697568D+01
 0.487765122D+01  0.609330624D+01 -0.447726607D+00  0.867361738D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.381964946D+01
 0.487736845D+01  0.610568505D+01 -0.446307987D+00 -0.433680869D-18  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.390514231D+01
 0.487707043D+01  0.611780784D+01 -0.444831967D+00  0.000000000D+00 -0.867361738D-18 -0.433680869D-18  0.100000000D+01  0.398302340D+01
 0.487675810D+01  0.612968321D+01 -0.443302154D+00  0.000000000D+00 -0.867361738D-18 -0.433680869D-18  0.100000000D+01  0.405298853D+01
 0.487643194D+01  0.614131915D+01 -0.441722661D+00  0.433680869D-18  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.411473846D+01
 0.487609243D+01  0.615272352D+01 -0.440097809D+00  0.000000000D+00  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.416820431D+01
 0.487574053D+01  0.616390370D+01 -0.438432276D+00  0.000000000D+00 -0.867361738D-18  0.433680869D-18  0.100000000D+01  0.421326590D+01
 0.487537718D+01  0.617486689D+01 -0.436731011D+00  0.000000000D+00  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.424992895D+01
 0.487500334D+01  0.618561984D+01 -0.434999079D+00  0.000000000D+00  0.000000000D+00  0.867361738D-18  0.100000000D+01  0.427826214D+01
 0.487462044D+01  0.619616914D+01 -0.433241755D+00  0.000000000D+00  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.429839754D+01
 0.487423086D+01  0.620652107D+01 -0.431464464D+00  0.000000000D+00  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.431053734D+01
 0.487383699D+01  0.621668158D+01 -0.429672778D+00 -0.867361738D-18 -0.173472348D-17 -0.867361738D-18  0.100000000D+01  0.431488085D+01
 0.487344217D+01  0.622665647D+01 -0.427872419D+00  0.433680869D-18  0.000000000D+00 -0.433680869D-18  0.100000000D+01  0.431169081D+01
 0.487305260D+01  0.623645098D+01 -0.426069230D+00 -0.867361738D-18  0.173472348D-17 -0.433680869D-18  0.100000000D+01  0.430143928D+01
 0.487267399D+01  0.624607038D+01 -0.424269259D+00 -0.433680869D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.428430748D+01
 0.487231779D+01  0.625551918D+01 -0.422478855D+00  0.000000000D+00  0.000000000D+00 -0.867361738D-18  0.100000000D+01  0.426091099D+01
 0.487199688D+01  0.626480202D+01 -0.420705229D+00  0.000000000D+00 -0.867361738D-18 -0.867361738D-18  0.100000000D+01  0.423149157D+01
 0.487173128D+01  0.627392212D+01 -0.418958068D+00  0.000000000D+00 -0.173472348D-17 -0.867361738D-18  0.100000000D+01  0.419668198D+01
 0.487154913D+01  0.628288301D+01 -0.417246401D+00 -0.216840434D-18  0.000000000D+00  0.867361738D-18  0.100000000D+01  0.415711069D+01
 0.492333984D+01  0.156324906D-01 -0.421807170D+00  0.000000000D+00 -0.867361738D-18  0.000000000D+00  0.100000000D+01  0.372815776D+01
 0.492326784D+01  0.245446284D-01 -0.420282394D+00  0.000000000D+00  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.371037555D+01
 0.492324257D+01  0.338510227D-01 -0.418701649D+00  0.216840434D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.368292594D+01
 0.492324781D+01  0.434753892D-01 -0.417070061D+00  0.216840434D-18  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.365017581D+01
 0.492326975D+01  0.533638475D-01 -0.415387869D+00  0.216840434D-18  0.867361738D-18  0.000000000D+00  0.100000000D+01  0.361243081D+01
 0.492329788D+01  0.634794737D-01 -0.413662881D+00 -0.216840434D-18  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.356982517D+01
 0.492332411D+01  0.737980144D-01 -0.411902368D+00  0.000000000D+00  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.352253795D+01
 0.492334223D+01  0.843041504D-01 -0.410111844D+00  0.216840434D-18 -0.867361738D-18 -0.433680869D-18  0.100000000D+01  0.347067118D+01
 0.492334795D+01  0.949891801D-01 -0.408296108D+00 -0.216840434D-18  0.867361738D-18  0.433680869D-18  0.100000000D+01  0.341449451D+01
 0.492333698D+01  0.105848897D+00 -0.406459600D+00  0.000000000D+00  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.335418153D+01
 0.492330646D+01  0.116882437D+00 -0.404606551D+00  0.108420217D-18 -0.433680869D-18  0.000000000D+00  0.100000000D+01  0.328996325D+01
 0.492325449D+01  0.128091242D+00 -0.402741015D+00  0.216840434D-18  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.322215533D+01
 0.492317867D+01  0.139478329D+00 -0.400867045D+00 -0.216840434D-18 -0.867361738D-18 -0.433680869D-18  0.100000000D+01  0.315106106D+01
 0.492307758D+01  0.151047887D+00 -0.398988545D+00  0.108420217D-18  0.867361738D-18  0.867361738D-18  0.100000000D+01  0.307706428D+01
 0.492294931D+01  0.162804823D+00 -0.397109240D+00  0.108420217D-18  0.433680869D-18  0.433680869D-18  0.100000000D+01  0.300054836D+01
 0.492279339D+01  0.174754947D+00 -0.395232767D+00 -0.108420217D-18  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.292192888D+01
 0.492260790D+01  0.186904375D+00 -0.393362582D+00  0.162630326D-18  0.000000000D+00  0.000000000D+00  0.100000000D+01  0.284162998D+01
 0.492239141D+01  0.199259947D+00 -0.391501904D+00  0.000000000D+00  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.276009226D+01
 0.492214394D+01  0.211828561D+00 -0.389653772D+00 -0.813151629D-19  0.433680869D-18  0.433680869D-18  0.100000000D+01  0.267777991D+01
 0.492186356D+01  0.224617754D+00 -0.387820899D+00  0.000000000D+00  0.433680869D-18  0.433680869D-18  0.100000000D+01  0.259511900D+01
 0.492154932D+01  0.237635115D+00 -0.386005670D+00  0.271050543D-19  0.867361738D-18  0.867361738D-18  0.100000000D+01  0.251254344D+01
 0.492120123D+01  0.250888735D+00 -0.384210169D+00 -0.169406589D-20  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.243050694D+01
 0.492081833D+01  0.264386697D+00 -0.382436097D+00  0.000000000D+00  0.433680869D-18  0.433680869D-18  0.100000000D+01  0.234937143D+01
 0.492039967D+01  0.278137607D+00 -0.380684555D+00  0.271050543D-19  0.433680869D-18  0.000000000D+00  0.100000000D+01  0.226948118D+01
 0.491994524D+01  0.292149986D+00 -0.378954828D+00  0.000000000D+00 -0.867361738D-18 -0.867361738D-18  0.100000000D+01  0.219102550D+01
 0.491945505D+01  0.306432949D+00 -0.377257764D+00  0.000000000D+00  0.650521303D-18  0.433680869D-18  0.100000000D+01  0.211449146D+01
 0.491892910D+01  0.320995426D+00 -0.375587255D+00  0.000000000D+00 -0.216840434D-18  0.867361738D-18  0.100000000D+01  0.203895068D+01
 0.491836786D+01  0.335846792D+00 -0.373933971D+00  0.000000000D+00  0.216840434D-18  0.433680869D-18  0.100000000D+01  0.196402919D+01
 0.491777277D+01  0.350996355D+00 -0.372307301D+00  0.542101086D-19  0.650521303D-18 -0.433680869D-18  0.100000000D+01  0.189056063D+01
 0.491714382D+01  0.366453954D+00 -0.370708197D+00  0.000000000D+00  0.216840434D-18  0.000000000D+00  0.100000000D+01  0.181817841D+01
 0.491648388D+01  0.382228946D+00 -0.369138002D+00  0.108420217D-18 -0.216840434D-18  0.433680869D-18  0.100000000D+01  0.174634147D+01
 0.491579485D+01  0.398331346D+00 -0.367599487D+00  0.216840434D-18  0.650521303D-18  0.000000000D+00  0.100000000D+01  0.167432332D+01
 0.491507864D+01  0.414770984D+00 -0.366096795D+00 -0.108420217D-18  0.000000000D+00  0.433680869D-18  0.100000000D+01  0.160121048D+01
